名称,品牌,商圈,商圈距离m,own_S,D,P,D×P,商圈中位D×P,uplift,低证据点,采用
蜜雪冰城(嘉兴经开万朵城店),蜜雪冰城,禾集商业街区,977,2.5,1.6,0.4733,0.757,0.68,,,
益禾堂(嘉兴南湖南德大院店),益禾堂,南德·爱都商业街(金都·南德大院店),69,1.7,3.4,1.0,3.4,3.4,,,
蜜雪冰城(杉杉in象生活广场店),蜜雪冰城,杉杉in象生活广场,75,2.5,2.0,0.6389,1.278,1.278,,,
1点点(嘉兴南湖万达广场店),一点点,万达广场(嘉兴南湖店),135,1.6,21.0,0.423,8.884,4.97,1.7876,,Y
CoCo都可(万达店),CoCo,万达广场(嘉兴南湖店),34,1.8,18.6,0.2939,5.466,4.97,1.0999,,Y
爷爷不泡茶NOYEYENOTEA(嘉兴南湖万达店),爷爷不泡茶,万达广场(嘉兴南湖店),5,2.0,15.4,0.2393,3.685,4.97,0.7415,,Y
蜜雪冰城(佳源都市长纤塘路店),蜜雪冰城,瑞洲购物中心(锦绣农贸市场三元路店),948,2.5,0.0,1.0,0.0,0.5,,Y,
LELECHA乐乐茶(南湖万达广场店),乐乐茶,万达广场(嘉兴南湖店),0,1.6,15.4,0.2314,3.564,4.97,0.7172,,Y
茶百道(嘉兴南湖万达广场店),茶百道,万达广场(嘉兴南湖店),0,1.8,15.4,0.253,3.897,4.97,0.7841,,Y
蜜雪冰城(万达室外步行街店),蜜雪冰城,万达广场(嘉兴南湖店),220,2.5,21.0,0.6553,13.761,4.97,2.7691,,Y
喜茶(嘉兴南湖万达广场店),喜茶,万达广场(嘉兴南湖店),12,2.0,15.4,0.2605,4.012,4.97,0.8073,,Y
CHAGEE霸王茶姬(南湖万达店),霸王茶姬,万达广场(嘉兴南湖店),109,2.0,6.6,0.3787,2.499,4.97,0.5029,,Y
CoCo都可(江南摩尔店),CoCo,江南摩尔购物中心,53,1.8,3.2,0.4766,1.525,1.753,,,
蜜雪冰城(秋江花苑店),蜜雪冰城,万达广场(嘉兴南湖店),109,2.5,12.2,0.4347,5.303,4.97,1.0671,,Y
茶百道(嘉兴江南摩尔店),茶百道,江南摩尔购物中心西区,40,1.8,2.4,0.4814,1.155,1.223,,,
沪上阿姨·精选茶饮(嘉兴万达华府店),沪上阿姨,万达广场(嘉兴南湖店),176,1.8,11.4,0.4827,5.503,4.97,1.1073,,Y
古茗(南湖杉杉in象店),古茗,杉杉in象生活广场,3,2.2,2.8,0.7481,2.095,1.278,,,
古茗(万达华府店),古茗,万达广场(嘉兴南湖店),113,2.2,13.8,0.3601,4.97,4.97,1.0,,Y
CHAGEE霸王茶姬(浙江嘉兴秀洲天虹百货店),霸王茶姬,江南摩尔购物中心西区,45,2.0,2.4,0.5373,1.29,1.223,,,
古茗(禾城世纪花园店),古茗,时代广场,97,2.2,2.6,0.5905,1.535,1.613,,,
蜜雪冰城(江南摩尔地下一层店),蜜雪冰城,江南摩尔购物中心,0,2.5,3.2,0.5629,1.801,1.753,,,
蜜雪冰城(禾城·世纪花园店),蜜雪冰城,时代广场,90,2.5,2.6,0.6506,1.691,1.613,,,
蜜雪冰城(2461店),蜜雪冰城,江南摩尔购物中心,32,2.5,3.2,0.5477,1.753,1.753,,,
古茗(秀洲塘汇永政路店),古茗,兴汇广场,710,2.2,0.8,0.7316,0.585,0.604,,,
古茗(中关村店),古茗,嘉兴中关村广场购物中心,147,2.2,6.0,0.8128,4.877,4.274,,,
蜜雪冰城(塘汇永政路店),蜜雪冰城,兴汇广场,675,2.5,0.8,0.7788,0.623,0.604,,,
CHAGEE霸王茶姬(浙江嘉兴南湖天玺大厦店),霸王茶姬,信源商业城,812,2.0,13.6,0.8999,12.238,12.238,,,
luckin coffee 瑞幸咖啡(海洲之星店),瑞幸,嘉兴中关村广场购物中心,908,2.2,11.2,1.0,11.2,4.274,,,
泰柯茶园,Tamkoko泰柯茶园,银泰百货(嘉善店),14,1.2,3.4,0.5257,1.787,2.085,,,
古茗(乌镇隆源路店),古茗,新百商场(兴华路店),505,2.2,0.8,0.8781,0.703,0.715,,Y,
古茗(海宁下沙奥莱店),古茗,下沙奥特莱斯二期,70,2.2,3.2,0.7693,2.462,2.428,,,
古茗(嘉兴西塘宏福路店),古茗,邮电路步行街,446,2.2,1.0,0.5175,0.518,0.518,,,
古茗(嘉兴新埭管家路),古茗,易家福购物广场,125,2.2,0.2,1.0,0.2,0.2,,Y,
古茗(桐乡城河路店),古茗,东兴商厦(庆丰总店),105,2.2,2.2,0.7817,1.72,1.523,,,
茶百道(嘉兴海宁奥莱新店),茶百道,下沙奥特莱斯二期,124,1.8,3.2,0.7587,2.428,2.428,,,
奈雪的茶(杭州下沙奥莱店),奈雪,下沙奥特莱斯二期,34,1.8,3.2,0.6651,2.128,2.428,,,
麦记牛奶(桐乡万象汇店),麦记牛奶,桐乡万象汇,14,1.4,6.6,0.9611,6.343,6.343,,,
茶百道(嘉善万联城店),茶百道,万联购物中心,52,1.8,1.4,0.533,0.746,0.79,,,
星巴克臻选(嘉兴COCOCity店),CoCo,嘉兴星河COCO City店,114,1.8,7.4,0.4772,3.531,2.964,1.1913,,Y
蜜雪冰城(乌镇西栅景区隆源路439号),蜜雪冰城,新百商场(兴华路店),564,2.5,0.8,0.9096,0.728,0.715,,Y,
古茗(平湖新仓店),古茗,大世界购物中心,333,2.2,1.0,1.0,1.0,1.0,,Y,
古茗(嘉善万联城店),古茗,万联购物中心,27,2.2,1.4,0.5953,0.833,0.79,,,
茶百道(嘉兴海宁爱琴海店),茶百道,爱琴海购物中心(海宁店),50,1.8,1.8,0.5578,1.004,1.192,,,
古茗(长安大学城长河路店),古茗,佳源中心广场,873,2.2,0.0,0.6669,0.0,0.305,,,
CoCo都可(八佰伴华府店),CoCo,嘉兴八佰伴(华府店),2,1.8,11.4,0.1485,1.693,1.884,0.8988,,Y
古茗(海宁盐仓店),古茗,三彩·盐仓步行街店,93,2.2,0.2,0.6933,0.139,0.13,,,
蜜雪冰城(吾悦广场店),蜜雪冰城,第吾大道步行街(桐乡新城吾悦广场店),48,2.5,1.2,0.6613,0.794,0.618,,,
古茗(海宁银泰城店),古茗,银泰百货(海宁店),114,2.2,5.2,0.6299,3.275,2.941,,,
蜜雪冰城(大桥店),蜜雪冰城,好一家量贩(大桥店),284,2.5,1.0,0.6793,0.679,0.679,,,
茶百道(嘉兴恒大店),茶百道,恒大商业中心,70,1.8,1.8,0.6021,1.084,1.166,,,
CoCo都可(桐乡吾悦广场店),CoCo,吾悦广场(桐乡店),84,1.8,1.2,0.462,0.554,0.645,,,
古茗(嘉兴桐乡雅道店),古茗,雅道休闲时尚街区,58,2.2,1.8,0.8998,1.62,1.62,,Y,
LINLEE·手打柠檬茶(嘉善万联城店),LINLEE,万联购物中心,25,1.5,1.4,0.4571,0.64,0.79,,,
茶百道(嘉兴桐乡吾悦广场),茶百道,吾悦广场(桐乡店),38,1.8,1.2,0.6137,0.736,0.645,,,
茶百道(嘉兴中关村广场店),茶百道,嘉兴中关村广场购物中心,0,1.8,3.6,0.7503,2.701,4.274,,,
古茗(海盐通元店),古茗,通元广场,933,2.2,0.0,1.0,0.0,0.0,,Y,
古茗(嘉兴平湖八佰伴店),古茗,平湖八佰伴,47,2.2,1.8,0.9519,1.713,1.713,,Y,
沪上阿姨·精选茶饮(嘉兴平湖嘉荟城店),沪上阿姨,恒隆·嘉荟城,70,1.8,0.4,0.7216,0.289,0.289,,,
茶百道(嘉兴西塘店),茶百道,邮电路步行街,455,1.8,1.0,0.4777,0.478,0.518,,,
古茗(南湖大桥夏云路),古茗,好一家量贩(大桥店),321,2.2,1.0,0.7449,0.745,0.679,,,
茶百道(海宁斜桥店),茶百道,吉卖隆购物广场(大桥南路店),289,1.8,0.2,0.931,0.186,0.569,,Y,
CoCo都可(平湖吾悦店),CoCo,吾悦广场(平湖店),42,1.8,5.6,0.5214,2.92,2.92,,,
麦记牛奶(龙鼎万达店),麦记牛奶,万达广场(嘉兴龙鼎店),92,1.4,4.4,0.334,1.47,0.777,1.8927,,Y
茶百道(乍浦店),茶百道,达源美好广场,407,1.8,1.8,1.0,1.8,1.8,,Y,
1点点(嘉善车站南店),一点点,温州商业街(车站北路店),276,1.6,1.6,0.378,0.605,0.665,,,
古茗(嘉善惠民新优路店),古茗,步行街,242,2.2,0.2,1.0,0.2,0.2,,Y,
古茗(平湖新华中路店),古茗,关帝庙商城(七彩花化妆美甲店),133,2.2,3.2,0.6011,1.923,1.899,,,
麦记牛奶公司(嘉兴八佰伴店),麦记牛奶,嘉兴八佰伴购物中心,47,1.4,9.2,0.1887,1.736,1.727,,,
古茗(南湖渔里广场店),古茗,渔里广场,64,2.2,1.8,1.0,1.8,1.8,,Y,
茶百道(市场路店),茶百道,桐乡世贸中心2期,527,1.8,0.8,0.8338,0.667,0.667,,Y,
麦记牛奶(海宁银泰店),麦记牛奶,银泰百货(海宁店),58,1.4,4.4,0.4785,2.105,2.941,,,
茶百道(嘉兴王江泾店),茶百道,佳源中心广场,356,1.8,1.0,0.6091,0.609,0.305,,,
古茗(嘉善健康路店),古茗,梅谷商城,56,2.2,4.2,0.8781,3.688,3.688,,,
古茗(南湖七星兴民路店),古茗,大树·汇众广场北区,79,2.2,1.0,1.0,1.0,1.0,,Y,
茶百道(海宁长安店),茶百道,佳源中心广场,862,1.8,0.0,0.5727,0.0,0.305,,,
古茗(人民西路万孚尊园店),古茗,韩家埭商城,242,2.2,1.2,1.0,1.2,1.2,,Y,
古茗(嘉善明珠小区店),古茗,瑞悦商业广场,627,2.2,0.8,1.0,0.8,0.8,,Y,
古茗茶饮(桐乡吾悦广场店),古茗,第吾大道步行街(桐乡新城吾悦广场店),104,2.2,1.2,0.5153,0.618,0.618,,,
CoCo都可(恒利店),CoCo,SMP星悦城,52,1.8,4.0,0.8021,3.208,3.208,,,
古茗(海宁人民广场店),古茗,爱琴海购物中心(海宁店),74,2.2,1.8,0.6622,1.192,1.192,,,
茶百道(王店花园路店),茶百道,王店综合商场,268,1.8,0.2,1.0,0.2,0.2,,Y,
茶百道(海宁银泰百货店),茶百道,银泰百货(海宁店),76,1.8,5.2,0.5656,2.941,2.941,,,
古茗(秀洲王江泾店),古茗,佳源中心广场,366,2.2,1.0,0.6995,0.699,0.305,,,
茶百道(嘉兴嘉善新店),茶百道,温州商业街(车站北路店),267,1.8,1.6,0.4538,0.726,0.665,,,
古茗(秀洲正原北路店),古茗,恒大商业中心,53,2.2,1.8,0.6933,1.248,1.166,,,
古茗(下沙冰雪世界店),古茗,聚鑫商业中心,65,2.2,1.8,0.4698,0.846,0.902,,,
古茗(桐乡秀溪路店),古茗,欧易尚购物中心,439,2.2,0.2,1.0,0.2,0.2,,Y,
茶百道(许村店),茶百道,印象许村新天地,281,1.8,1.0,1.0,1.0,1.0,,Y,
茶百道(嘉兴海宁盐仓店),茶百道,三彩·盐仓步行街店,105,1.8,0.2,0.6021,0.12,0.13,,,
麦记牛奶(嘉兴海盐北大街店),麦记牛奶,海盐北大街旅游文化街区,66,1.4,1.6,0.9044,1.447,1.447,,Y,
1点点(平湖吾悦广场店),一点点,吾悦广场(平湖店),66,1.6,4.8,0.5601,2.689,2.92,,,
茶百道(嘉兴桐乡濮院佳源店),茶百道,欧德福超级购物广场(濮院·佳源中心广场店),88,1.8,3.8,0.8969,3.408,3.375,,,
蜜雪冰城(东兴街店),蜜雪冰城,东兴商厦(庆丰总店),85,2.5,1.6,0.8295,1.327,1.523,,Y,
古茗(海宁金泰城店),古茗,海宁金泰城,101,2.2,5.2,0.8113,4.219,4.219,,,
CoCo都可(中关村店),CoCo,嘉兴中关村广场购物中心,84,1.8,5.2,0.7061,3.672,4.274,,,
古茗(吾悦皇后大道店),古茗,吾悦广场(平湖店),19,2.2,6.4,0.615,3.936,2.92,,,
茶百道(嘉兴平湖大润发店),茶百道,世纪商业中心瑞丽女人街,133,1.8,3.0,0.4947,1.484,1.668,,,
蜜雪冰城(滨河花苑店),蜜雪冰城,金牌商业街,762,2.5,0.0,1.0,0.0,0.0,,Y,
古茗(盈都新天地店),古茗,乐淘城,155,2.2,9.2,1.0,9.2,9.2,,,
古茗(嘉兴南湖新丰店),古茗,百得润生活购物广场,159,2.2,1.0,1.0,1.0,1.0,,Y,
古茗(海宁长安八号桥店),古茗,八号桥商业街与启辉路交叉口,83,2.2,0.6,1.0,0.6,0.6,,Y,
古茗(平湖当湖街道店),古茗,关帝庙商城(七彩花化妆美甲店),145,2.2,3.0,0.625,1.875,1.899,,,
CoCo都可(崇福嘉凯城),CoCo,嘉凯城,63,1.8,0.8,1.0,0.8,0.8,,Y,
古茗(嘉善银泰百货店),古茗,银泰百货(嘉善店),60,2.2,3.4,0.7243,2.462,2.085,,,
沪上阿姨·精选茶饮(嘉兴桐乡市场路店),沪上阿姨,桐乡世贸中心2期,583,1.8,0.8,0.8338,0.667,0.667,,Y,
古茗(嘉善车站南路店),古茗,马路口商场,288,2.2,1.6,0.5455,0.873,0.873,,,
古茗(实验小学梅园路店),古茗,平湖里,517,2.2,0.0,1.0,0.0,0.2,,Y,
古茗(桐乡民兴路店),古茗,百润发购物中心(新丰路店),949,2.2,1.6,1.0,1.6,1.6,,Y,
茶百道(平湖平湖里店),茶百道,平湖里,8,1.8,0.4,1.0,0.4,0.2,,Y,
茶百道(嘉兴海盐长安里店),茶百道,长安里未来商业中心,39,1.8,1.2,1.0,1.2,1.2,,Y,
茶百道(嘉兴洪合店),茶百道,欧得隆购物广场(洪合店),586,1.8,0.0,1.0,0.0,0.0,,Y,
古茗(高桥龙昌路店),古茗,供销广场,565,2.2,0.0,1.0,0.0,0.0,,Y,
茶百道(嘉兴嘉善姚庄洪福路店),茶百道,帝恒广场,970,1.8,0.0,0.9742,0.0,0.0,,Y,
蜜雪冰城(景区外宏福路377号),蜜雪冰城,邮电路步行街,419,2.5,1.0,0.6297,0.63,0.518,,,
LINLEE·手打柠檬茶(桐乡吾悦广场店),LINLEE,第吾大道步行街(桐乡新城吾悦广场店),87,1.5,1.2,0.368,0.442,0.618,,,
古茗(桐乡濮院佳源店),古茗,欧德福超级购物广场(濮院·佳源中心广场店),109,2.2,3.6,0.9285,3.343,3.375,,,
沪上阿姨·精选茶饮(嘉兴大桥夏云路店),沪上阿姨,好一家量贩(大桥店),281,1.8,1.0,0.5252,0.525,0.679,,,
CoCo都可(平湖大润发店),CoCo,世纪商业中心瑞丽女人街,33,1.8,3.8,0.4389,1.668,1.668,,,
麦记牛奶(嘉善银泰店),麦记牛奶,银泰百货(嘉善店),51,1.4,3.4,0.6132,2.085,2.085,,,
CoCo都可(工人路人民广场店),CoCo,爱琴海购物中心(海宁店),29,1.8,1.8,0.6839,1.231,1.192,,,
蜜雪冰城(奥特莱斯海沙路31号店),蜜雪冰城,聚鑫商业中心,65,2.5,1.8,0.5325,0.958,0.902,,,
古茗(嘉兴海宁斜桥店),古茗,吉卖隆购物广场(大桥南路店),441,2.2,1.0,0.9527,0.953,0.569,,Y,
蜜雪冰城(大润发店),蜜雪冰城,嘉善解放路商场(兴市路店),964,2.5,2.4,1.0,2.4,2.4,,Y,
蜜雪冰城((平湖大润发店)),蜜雪冰城,世纪商业中心瑞丽女人街,39,2.5,3.8,0.5844,2.221,1.668,,,
蜜雪冰城(万联城店),蜜雪冰城,万联购物中心,61,2.5,1.4,0.6758,0.946,0.79,,,
古茗(新仓中蒋广场店),古茗,中蒋广场,45,2.2,1.0,1.0,1.0,1.0,,Y,
瑞幸咖啡(湖州市民服务中心店),瑞幸,湖盛仁皇山生活广场,915,2.2,4.0,1.0,4.0,3.098,,,
茶百道(湖州仁皇山广场店),茶百道,湖盛仁皇山生活广场,46,1.8,5.8,0.4152,2.408,3.098,,,
古茗(吴兴仁皇山生活广场),古茗,湖盛仁皇山生活广场,52,2.2,5.8,0.507,2.94,3.098,,,
CHAGEE霸王茶姬(浙江湖州吴兴仁皇山生活广场店),霸王茶姬,湖盛仁皇山生活广场,23,2.0,5.8,0.5615,3.256,3.098,,,
蜜雪冰城(吴越府店),蜜雪冰城,玲珑湾商业街,108,2.5,5.0,0.8167,4.083,3.98,,,
瑞幸咖啡(湖州吴越府店),瑞幸,玲珑湾商业街,59,2.2,5.0,0.7753,3.876,3.98,,,
LELECHA乐乐茶(湖州东吴银泰店),乐乐茶,凤凰时代广场,634,1.6,29.6,0.5856,17.335,15.587,,,
古茗(湖州吴兴吾悦广场),古茗,吴越印巷步行街(湖州南太湖吾悦广场店),151,2.2,10.0,0.3032,3.032,2.616,1.159,,Y
茶百道(湖州吾悦广场店),茶百道,吴越印巷步行街(湖州南太湖吾悦广场店),91,1.8,10.0,0.2616,2.616,2.616,1.0,,Y
蜜雪冰城(湖州南太湖吾悦广场店),蜜雪冰城,吴越印巷步行街(湖州南太湖吾悦广场店),34,2.5,10.0,0.6122,6.122,2.616,2.3402,,Y
CHAGEE霸王茶姬(浙江湖州南太湖吾悦广场店),霸王茶姬,吴越印巷步行街(湖州南太湖吾悦广场店),200,2.0,10.8,0.3899,4.211,2.616,1.6094,,Y
沪上阿姨·精选茶饮(湖州织里吾悦广场店),沪上阿姨,吴越印巷步行街(湖州南太湖吾悦广场店),164,1.8,10.8,0.3065,3.311,2.616,1.2654,,Y
爷爷不泡茶NOYEYENOTEA(湖州南太湖吾悦店),爷爷不泡茶,吴越印巷步行街(湖州南太湖吾悦广场店),92,2.0,10.0,0.2743,2.743,2.616,1.0485,,Y
茉莉奶白(湖州东吴银泰百货店),茉莉奶白,东吴国际广场,39,1.5,8.8,0.2196,1.932,1.565,1.2346,,Y
李若桃·手作酸奶铺(湖州东吴银泰城店),李若桃,东吴国际广场,66,1.4,8.8,0.2189,1.926,1.565,1.2307,,Y
1点点(湖州吾悦广场店),一点点,吴越印巷步行街(湖州南太湖吾悦广场店),129,1.6,10.0,0.2412,2.412,2.616,0.922,,Y
LINLEE·手打柠檬茶(吴兴南太湖吾悦店),LINLEE,吴越印巷步行街(湖州南太湖吾悦广场店),96,1.5,10.0,0.2123,2.123,2.616,0.8114,,Y
喜茶(湖州东吴银泰城店),喜茶,东吴国际广场,99,2.0,8.2,0.2655,2.177,1.565,1.3909,,Y
瑞幸咖啡(湖州港汇大厦店),瑞幸,东吴国际广场,743,2.2,8.8,1.0,8.8,1.565,5.623,,Y
茉酸奶(湖州吴兴吾悦店),茉酸奶,吴越印巷步行街(湖州南太湖吾悦广场店),115,1.6,10.0,0.2247,2.247,2.616,0.8589,,Y
OT另茶(湖州东吴银泰店),OT另茶,东吴国际广场,74,1.4,8.0,0.1576,1.261,1.565,0.8056,,Y
1点点(湖州银泰店),一点点,东吴国际广场,60,1.6,8.8,0.1596,1.404,1.565,0.8973,,Y
煲珠公·南太湖吾悦店,煲珠公,吴越印巷步行街(湖州南太湖吾悦广场店),175,1.4,10.0,0.2334,2.334,2.616,0.8921,,Y
古茗(东吴银泰店),古茗,东吴国际广场,61,2.2,8.8,0.2182,1.92,1.565,1.2268,,Y
CoCo都可(吾悦广场店),CoCo,吴越印巷步行街(湖州南太湖吾悦广场店),155,1.8,9.2,0.2672,2.458,2.616,0.9397,,Y
泰柯茶园,Tamkoko泰柯茶园,东吴国际广场,63,1.2,8.8,0.1239,1.091,1.565,0.6969,,Y
茉酸奶( 湖州东吴银泰店 ),茉酸奶,东吴国际广场,67,1.6,8.8,0.1778,1.565,1.565,1.0,,Y
煲珠公,煲珠公,东吴国际广场,86,1.4,8.0,0.1715,1.372,1.565,0.8769,,Y
春莱(春莱·泰式奶茶·老挝冰咖啡(湖州店)),春莱,众鑫广场,390,1.4,7.8,0.8065,6.291,7.654,,,
VQ鲜榨果汁(银泰百货店),VQ鲜榨果汁,东吴国际广场,79,1.3,8.0,0.1505,1.204,1.565,0.7695,,Y
LELECHA乐乐茶(东吴银泰店),乐乐茶,银泰百货(湖州东吴店),60,1.6,8.2,0.2173,1.782,1.782,,,
茉莉奶白(湖州爱山银泰城店),茉莉奶白,湖州爱山银泰城,0,1.5,53.0,0.1813,9.607,13.169,0.7295,,Y
霸王茶姬(爱山广场店),霸王茶姬,星火百货,36,2.0,53.6,0.3516,18.847,18.847,,,
luckin coffee 瑞幸咖啡(赵湾店),瑞幸,惠客隆购物广场,327,2.2,2.6,0.792,2.059,2.062,,,
爷爷不泡茶NOYEYENOTEA(湖州万象商业广场店),爷爷不泡茶,永辉城市生活广场,14,2.0,1.8,0.603,1.085,1.14,,,
奈雪的茶(湖州爱山银泰PRO店),奈雪,湖州爱山银泰城,53,1.8,53.2,0.2694,14.333,13.169,1.0884,,Y
古茗(吴兴赵湾店),古茗,惠客隆购物广场,169,2.2,4.2,0.844,3.545,2.062,,,
茶百道(新市陌路店),茶百道,新华路百货一条街,608,1.8,3.2,0.2753,0.881,1.217,0.724,,Y
爷爷不泡茶NOYEYENOTEA(湖州衣裳街店),爷爷不泡茶,银来商业大厦(爱山广场步行街区店),112,2.0,52.2,0.3264,17.04,17.04,,,
CoCo都可(市陌店),CoCo,新华路百货一条街,590,1.8,3.2,0.3506,1.122,1.217,0.9222,,Y
古茗(吴兴新市陌路店),古茗,新华路百货一条街,628,2.2,3.2,0.645,2.064,1.217,1.6962,,Y
蜜雪冰城(衣裳街店),蜜雪冰城,爱山广场步行街区,77,2.5,52.4,0.4302,22.542,22.542,,,
霸王茶姬(衣裳街店),霸王茶姬,观凤商城(衣裳街历史文化街区店),73,2.0,49.6,0.2928,14.525,14.525,,,
喜茶(湖州爱山广场店),喜茶,爱山商厦,18,2.0,53.2,0.3976,21.153,18.105,,,
CoCo都可(衣裳街店),CoCo,浙北家电,115,1.8,51.4,0.2222,11.419,12.639,0.9034,,Y
古茗(吴兴爱山银泰店),古茗,湖州爱山银泰城,20,2.2,53.2,0.2475,13.169,13.169,1.0,,Y
蜜雪冰城(爱山星火店老娘舅旁边),蜜雪冰城,星火百货B座,21,2.5,52.8,0.5048,26.651,26.651,,,
茶百道(湖州衣裳街店),茶百道,观凤商城(衣裳街历史文化街区店),76,1.8,50.4,0.2404,12.117,14.525,,,
LINLEE·手打柠檬茶(吴兴爱山店),LINLEE,爱山商厦,52,1.5,53.2,0.283,15.058,18.105,,,
古茗(吴兴罗师庄店),古茗,吉盛多购物中心(罗师庄店),175,2.2,5.0,0.6497,3.249,3.764,,,
蜜雪冰城(新市陌路店重庆小面旁边),蜜雪冰城,新华路百货一条街,608,2.5,3.2,0.3802,1.217,1.217,1.0,,Y
1点点(衣裳街历史文化街区店),一点点,浙北家电,113,1.6,51.4,0.1971,10.132,12.639,0.8017,,Y
瑞幸咖啡(湖州府庙店),瑞幸,颐高数码广场(湖州店),77,2.2,15.4,0.6728,10.361,10.361,,,
古茗(吴兴浙北大厦店),古茗,湖州爱山银泰城,25,2.2,52.4,0.2571,13.47,13.169,1.0228,,Y
蜜雪冰城(罗师庄店),蜜雪冰城,吉盛多购物中心(罗师庄店),176,2.5,5.8,0.7379,4.28,3.764,,,
沪上阿姨·精选茶饮(湖州爱山银泰店),沪上阿姨,湖州爱山银泰城,32,1.8,53.2,0.2279,12.122,13.169,0.9204,,Y
古茗(衣裳街总店),古茗,浙北家电,53,2.2,50.4,0.2992,15.079,12.639,1.193,,Y
古茗(吴兴龙溪南路店),古茗,状元街,474,2.2,5.0,0.5976,2.988,3.263,,,
蜜雪冰城(永辉广场店),蜜雪冰城,永辉城市生活广场,40,2.5,1.8,0.6635,1.194,1.14,,,
古茗(吴兴爱山广场店),古茗,湖州福莱福百货贸易有限公司,47,2.2,52.8,0.4332,22.873,22.873,,,
古茗(吴兴新华路店),古茗,新华路百货一条街,161,2.2,5.2,0.6124,3.185,1.217,2.6172,,Y
蜜雪冰城(赵湾店),蜜雪冰城,惠客隆购物广场,265,2.5,2.6,0.7929,2.062,2.062,,,
古茗(衣裳街一店),古茗,浙北家电,93,2.2,51.4,0.2459,12.639,12.639,1.0,,Y
蜜雪冰城(衣裳街二店长沙臭豆腐对面),蜜雪冰城,浙北家电,82,2.5,51.2,0.2811,14.392,12.639,1.1387,,Y
蜜雪冰城(龙溪南路店),蜜雪冰城,状元街,459,2.5,5.0,0.6525,3.263,3.263,,,
古茗(吴兴衣裳街三店),古茗,观凤商城(衣裳街历史文化街区店),67,2.2,48.8,0.4547,22.191,14.525,,,
蜜雪冰城(劳动路状元街),蜜雪冰城,状元街,47,2.5,47.0,0.7412,34.838,3.263,,,
沪上阿姨·精选茶饮(湖州新市陌路店),沪上阿姨,新华路百货一条街,619,1.8,3.2,0.324,1.037,1.217,0.8521,,Y
蜜雪冰城(计家桥小区店),蜜雪冰城,新华路百货一条街,150,2.5,5.2,0.6711,3.49,1.217,2.868,,Y
贡茶,贡茶,众鑫广场,426,1.4,9.2,0.9801,9.017,7.654,,,
蜜雪冰城(湖州师范大学店),蜜雪冰城,乐友·爱儿母婴购物中心(米兰花园店),803,2.5,10.4,0.9926,10.323,11.837,,,
霸王茶姬(浙江湖州梅地亚广场店),霸王茶姬,梅地亚广场,72,2.0,5.0,0.5563,2.782,2.675,,,
CHAGEE霸王茶姬(湖州师范学院东校区店),霸王茶姬,乐友·爱儿母婴购物中心(米兰花园店),838,2.0,13.6,0.9817,13.352,11.837,,,
沪上阿姨·精选茶饮(湖州清河家园店),沪上阿姨,华夏商城,603,1.8,5.6,0.3973,2.225,2.397,,,
古茗(吴兴清河嘉园店),古茗,华夏商城,593,2.2,5.6,0.4518,2.53,2.397,,,
CHAGEE霸王茶姬(浙江湖州西南浙北店),霸王茶姬,浙北购物运动体验中心,41,2.0,6.6,0.4642,3.064,3.023,1.0135,,Y
古茗(吴兴梅地亚广场店),古茗,梅地亚广场,121,2.2,5.8,0.491,2.848,2.675,,,
茶百道(湖州浙北中心店),茶百道,浙北购物运动体验中心,15,1.8,6.6,0.3376,2.228,3.023,0.7371,,Y
蜜雪冰城(清河嘉园店),蜜雪冰城,华夏商城,678,2.5,6.4,0.7433,4.757,2.397,,,
喜茶(湖州吴兴浙北运动中心店),喜茶,浙北购物运动体验中心,20,2.0,6.6,0.3765,2.485,3.023,0.8221,,Y
1点点(清河嘉园C区店),一点点,华夏商城,644,1.6,4.8,0.4715,2.263,2.397,,,
蜜雪冰城(余家漾店),蜜雪冰城,梅地亚广场,110,2.5,5.0,0.5137,2.569,2.675,,,
CoCo都可(浙北运动中心店),CoCo,浙北购物运动体验中心,311,1.8,3.4,0.8944,3.041,3.023,1.006,,Y
霸王茶姬(浙江湖州吴兴万达广场店),霸王茶姬,万达广场(湖州吴兴店),91,2.0,6.0,0.449,2.694,2.663,1.0117,,Y
蜜雪冰城(吴兴区港南路388号浙北购物运动体验中心1F-1002A),蜜雪冰城,浙北购物运动体验中心,0,2.5,6.6,0.458,3.023,3.023,1.0,,Y
古茗(吴兴新风路店),古茗,中原百盈广场,513,2.2,2.4,0.5439,1.305,1.452,,,
古茗(长兴龙之梦店),古茗,徽糖帮特产商城,446,2.2,0.2,0.5436,0.109,0.078,1.3883,,Y
1点点,一点点,梅地亚广场,80,1.6,5.0,0.404,2.02,2.675,,,
蜜雪冰城(湖东路314号湖城小面旁边),蜜雪冰城,家乐多商厦,249,2.5,4.2,0.9082,3.815,3.815,,,
蜜雪冰城(新风路店),蜜雪冰城,中原百盈广场,507,2.5,2.4,0.6051,1.452,1.452,,,
